Gene ID,Log2Ratio,p-value,Max RPKM
NM_002034,-1.23,0.0283,391.39
NM_001040701,-0.46,0.232,60.5
NM_000150,-0.25,0.597,54.07
NM_004479,-7.47,0.00232,177.87
NM_178156,-1.11,0.464,1506.32
NM_178154,-0.38,0.757,29561.78
NM_178155,-0.06,0.909,6077.95
NM_178157,1.56,0.179,1904.97
NM_004480,2.63,0.287,1017.83
NR_024334,-2.99,0.355,2755.84
NM_006581,-5.84,0.022,4275.98
NM_025129,-0.84,0.154,2659.02
NM_000144,0.2,0.377,437.65
NM_181425,0.71,0.252,7240.53
NM_001161706,1.08,0.122,1148.6
NM_001013438,0.07,0.886,38347.56
NM_001013439,0.5,0.277,1679.23
NM_005087,3.06,0.262,1915.38
NM_004860,0.7,0.0802,33628.06
NM_021902,2.93,0.289,6.88
NM_005031,3.08,0.222,8.31
NM_001127489,-1.17,0.129,46.97
NM_001136008,-14.48,0.000506,4619.34
NM_001136012,-11.17,0.000113,15752.63
NM_005971,-9.61,3.21e-05,3337.99
NM_001136010,-9.47,0.000783,707.18
NM_001136009,-8.72,0.00632,420.75
NM_021910,-8.45,0.00599,2559.42
NM_001136011,-6.27,0.0112,614.23
NM_001136007,-5.46,0.00113,527.31
NM_173160,-2.81,0.184,7.0
NM_014164,3.83,0.0152,28584.75
NM_144779,5.07,0.163,6266.87
NM_022003,-6.2,0.0763,293.87
NM_022006,5.7,0.338,176.43
NM_001465,1.62,0.489,173.43
NM_199335,2.0,0.473,237.2
NM_024513,-0.94,0.00325,50345.42
NM_153048,3.1,0.0127,551.38
NM_002037,3.88,0.00292,11195.13
NM_153047,4.85,0.0376,5111.34
NM_032288,-0.55,0.373,96551.29
NR_027840,-0.52,0.414,1930.27
NM_001011537,0.19,0.756,811.89
NM_003505,-0.46,0.181,20753.78
NM_007197,-4.57,0.253,228.34
NM_001466,2.12,0.0751,39530.68
NM_017412,-1.31,0.128,7240.3
NM_012193,-0.73,0.402,43163.26
NM_003468,0.33,0.556,8345.14
NM_003506,-0.31,0.576,34883.51
NM_003507,0.94,0.248,37643.99
NM_031866,3.12,0.0819,19464.43
NM_003508,1.92,0.137,794.28
NM_001136198,-0.06,0.842,14386.49
NM_016263,0.22,0.518,17032.78
NM_001136197,0.51,0.377,553.64
NM_015714,8.16,0.342,13665.3
NM_017769,0.58,0.0825,32694.99
NM_198395,0.35,0.355,1401.6
NM_005754,1.09,0.0336,100752.7
NM_203505,-0.13,0.783,4420.24
NM_203504,0.45,0.117,133176.63
NM_012297,1.0,0.0316,12930.16
NM_000151,-0.47,0.68,16.03
NM_001081686,-1.57,0.0548,2.98
NM_021176,-1.46,0.0452,2.74
NM_138387,-0.15,0.672,8466.18
NM_000402,-2.13,0.0998,152737.32
NM_001042351,-1.15,0.141,57413.06
NM_001079803,-2.1,0.113,12314.51
NM_000152,-1.81,0.0325,86523.52
NM_001079804,-0.79,0.349,12149.46
NM_002039,-1.22,0.0768,17019.26
NM_207123,-0.46,0.562,4386.47
NM_080491,-0.89,0.368,5889.77
NM_012296,-0.68,0.442,20650.09
NM_080612,3.43,0.222,92.69
NM_001081573,3.71,0.211,93.88
NM_007278,0.33,0.389,76205.86
NM_031412,-1.83,0.0893,19215.05
NM_007285,-1.08,0.00902,47261.41
NR_028287,-1.72,0.0863,342.15
NM_001470,-2.15,0.116,4396.73
NM_021903,-0.55,0.643,20352.69
NM_021904,2.16,0.149,3025.4
NM_005458,-0.45,0.596,214.92
NM_002040,0.29,0.466,17162.97
NM_002041,-1.37,0.247,2258.02
NM_016654,-0.67,0.468,2418.36
NM_016655,-0.44,0.549,3378.72
NM_005254,-0.43,0.594,6476.79
NM_181427,0.07,0.91,3429.93
NR_024490,-1.97,0.306,7410.27
NM_144618,-1.24,0.074,4228.36
NM_001127647,1.43,0.279,1.96
NM_001127646,1.48,0.283,2.13
NM_001127643,1.52,0.27,2.1
NM_001127645,1.63,0.248,2.2
NM_001127648,1.64,0.249,2.16
NM_001127644,1.66,0.185,1.82
NM_000806,1.69,0.178,1.75
NM_000807,-3.09,0.253,28.47
NM_001114175,-0.7,0.73,5.58
NM_000808,0.47,0.725,4992.31
NM_000809,-3.67,0.0564,12.75
NM_000810,0.15,0.914,28.06
NM_000811,1.06,0.652,2.66
NM_000812,1.93,0.335,13.9
NM_021911,4.17,0.308,25.98
NM_000813,4.37,0.306,28.75
NM_000814,-0.26,0.893,120.51
NM_021912,0.08,0.966,80.39
NM_000815,-9.38,0.00936,3882.81
NM_004961,5.35,0.121,7274.73
NM_173536,4.22,0.219,242.78
NM_198903,-0.02,0.992,25.84
NM_000816,0.51,0.81,449.93
NM_198904,0.72,0.733,120.86
NM_033223,-0.88,0.698,2.25
NM_014211,-2.04,0.171,81.94
NM_018558,-1.71,0.34,132.51
NM_002042,-0.31,0.347,1.24
NM_002043,0.5,0.533,31.64
NM_013445,-1.36,0.464,669.12
NM_000817,-0.93,0.507,505.02
NM_000818,1.3,0.347,2.46
NM_001924,3.37,0.0373,44340.56
NM_015675,0.13,0.808,23109.86
NM_006705,-5.47,0.00935,3042.37
NM_052850,1.26,0.00153,33384.09
NM_207359,5.49,0.0878,45.02
NM_001472,-11.7,0.347,3.23
NM_001127212,-10.27,0.347,3.19
NM_001468,-7.5,0.349,1.06
NM_001040663,-7.12,0.35,0.73
NM_001098411,-3.48,0.347,11.19
NM_001472,-2.04,0.347,4.11
NM_001098405,-9.97,0.347,0.0
NM_001127200,-9.97,0.347,0.0
NM_001098418,-8.97,0.347,0.0
NM_001472,-4.01,0.347,0.06
NM_001127212,3.19,0.402,0.0
NM_001098407,3.71,0.347,13.12
NM_001127212,4.37,0.347,20.67
NM_001127200,4.77,0.347,27.33
NM_001127200,5.99,0.327,0.65
NM_001098406,12.55,0.347,5.86
NM_001127345,-2.2,0.347,0.22
NM_001127345,1.22,0.614,3.86
NM_012196,2.66,0.347,6.33
NM_001127345,3.05,0.408,7.12
NM_012196,3.49,0.339,0.62
NM_001476,-7.38,0.347,0.01
NM_001476,-7.16,0.347,0.01
NM_021123,4.65,0.365,10.23
NM_005255,-1.24,0.0256,32115.4
NM_015973,1.94,0.44,1778.96
NM_004861,3.06,0.327,117.2
NM_022134,-1.94,0.136,534.11
NM_033036,6.17,0.309,113.56
NM_024637,2.24,0.048,457.16
NM_001037525,0.31,0.717,448.26
NM_000153,0.6,0.472,3665.62
NM_000403,-0.29,0.764,833.97
NM_001008216,0.34,0.375,193.22
NM_001127621,0.5,0.52,7434.62
NM_000154,-0.33,0.329,8912.73
NM_001001556,-1.19,0.147,8527.45
NM_002044,-0.26,0.616,5816.53
NM_138801,-1.15,0.305,5390.1
NM_000512,-0.39,0.281,11178.76
NM_020474,0.21,0.666,69743.27
NM_017540,-0.54,0.483,5799.72
NM_198321,0.88,0.3,91887.18
NM_022087,-0.36,0.546,25688.32
NM_024642,-3.28,0.299,21683.78
NM_052917,6.25,0.167,11311.42
NM_024572,1.08,0.381,2470.49
NM_054110,6.92,0.133,3211.13
NM_020692,3.0,0.165,5599.92
NM_198516,0.19,0.855,12238.13
NM_004481,1.29,0.0366,155256.05
NM_004482,-1.68,0.053,49605.91
NM_003774,-1.44,0.0389,22239.91
NM_014568,7.5,0.142,12510.66
NM_007210,-4.94,0.179,12341.35
NM_017423,-1.1,0.374,94579.01
NM_017417,1.7,0.241,26.98
NM_021808,0.16,0.914,11.89
NM_001122636,1.18,0.531,29.47
NM_145292,-1.02,0.66,0.82
NM_001034845,-0.53,0.733,124.67
NM_033106,-0.13,0.347,1.09
NM_001145546,-0.05,0.347,1.03
NM_003857,-1.25,0.244,121.7
NM_003614,-0.14,0.907,36.45
NM_000155,-1.22,0.16,2390.53
NM_000156,-0.87,0.276,10580.93
NM_138924,-0.12,0.884,737.84
NM_022041,-0.4,0.409,10852.97
NM_198335,-0.41,0.58,43196.64
NM_198334,0.75,0.06,337674.87
NM_198141,2.18,0.349,1354.47
NM_001130064,0.77,0.497,13.77
NM_002045,0.96,0.425,12.7
NM_002046,1.5,0.077,4617.37
NM_014364,0.31,0.624,355.68
NM_152687,-2.35,0.0576,11.55
NM_015635,1.19,0.00131,3875.64
NM_032993,0.34,0.22,240.8
NM_018983,0.58,0.153,9462.4
NM_022751,-1.14,0.0524,3247.43
NM_032293,-1.25,0.0278,619.0
NM_002047,0.98,0.0305,169423.2
NM_001136005,-0.01,0.985,3898.5
NM_001136006,0.78,0.0228,5005.9
NM_175085,1.54,0.0482,25916.35
NM_000819,1.96,0.0149,61612.6
NM_002048,5.73,0.174,17354.8
NM_001143830,0.84,0.501,38.05
NM_177553,0.93,0.508,45.95
NM_005256,1.83,0.292,27.92
NM_006478,0.06,0.919,2015.32
NM_152237,0.18,0.569,6976.31
NM_152236,0.55,0.0683,9396.1
NM_139285,-7.52,0.0771,437.79
NM_174942,0.42,0.484,5232.5
NR_002578,-0.22,0.783,1380.49
NM_001143946,0.64,0.273,4559.66
NM_000820,1.0,0.168,31072.32
NM_001143945,1.1,0.141,28584.74
NM_003644,-3.88,0.164,45.6
NM_201433,-3.76,0.308,120.7
NM_001130831,-2.62,0.137,163.24
NM_201432,-2.25,0.293,64.45
NR_023348,-3.21,0.00309,6591.75
NM_001481,-1.04,0.312,2285.45
NM_000805,-1.14,0.347,2.21
NM_002049,-2.34,0.0534,25.48
NM_001145661,-0.23,0.75,6512.29
NM_032638,-0.1,0.919,6660.72
NM_001145662,0.39,0.752,1728.66
NM_001002295,-5.94,0.0276,308725.68
NM_002051,-5.29,0.00758,114478.27
NR_024255,-8.89,0.0907,2884.09
NR_024256,-7.24,0.107,8737.81
NM_002052,-4.94,0.359,11640.6
NM_080473,-8.06,0.249,10621.08
NM_005257,1.0,0.208,6781.43
NM_021167,-0.11,0.778,28541.8
NM_017660,0.17,0.767,57989.17
NM_020699,-0.58,0.175,68618.96
NM_176818,-0.61,0.148,1013.59
NM_001482,-4.51,0.152,3851.16
NR_028039,-2.07,0.0496,663.51
NR_028040,-0.51,0.574,588.22
NM_178831,0.37,0.708,193.09
NM_001145063,-1.25,0.0331,1555.64
NM_001145064,-1.1,0.098,68.78
NM_001037666,-2.06,0.0447,2537.76
NM_001005741,-1.23,0.388,2652.54
NM_001005742,-0.79,0.624,946.27
NM_001005749,0.12,0.875,16920.18
NM_001005750,0.34,0.625,17520.81
NM_000157,0.36,0.677,11545.62
NM_020944,-0.18,0.499,13228.61
NM_020973,-0.35,0.818,26.85
NM_001128432,2.19,0.378,7.49
NR_002188,0.17,0.773,887.0
NM_001483,-0.58,0.348,24227.02
NM_000158,3.13,0.00478,99941.2
NM_004193,-0.32,0.246,83175.56
NM_002053,5.39,0.159,19034.26
NR_003133,-0.05,0.98,9.47
NM_004120,-1.18,0.293,3787.18
NM_018284,1.21,0.26,3341.62
NM_052941,0.99,0.273,1759.96
NM_001134486,-0.09,0.867,449.83
NM_052942,0.96,0.389,666.23
NM_198460,-0.2,0.734,41.01
NM_207398,1.27,0.417,26.37
NM_001098834,-2.84,0.131,23.59
NM_001485,6.32,0.33,8387.44
NM_012198,-3.45,0.00623,13467.71
NM_014291,0.5,0.36,9251.26
NM_024523,-0.44,0.0888,31646.98
NM_181453,-0.97,0.0167,30593.05
NM_014635,-0.27,0.532,1351.21
NM_000159,0.13,0.767,4456.36
NM_013976,0.36,0.559,343.37
NM_003203,0.59,0.398,6639.12
NM_002054,3.09,0.202,8.53
NM_000160,-1.96,0.123,16.24
NM_001024070,-3.2,0.291,971.47
NM_000161,-1.73,0.0285,19127.46
NM_001024071,-1.65,0.316,919.21
NM_001024024,-0.55,0.544,622.17
NM_005258,-3.9,0.0658,6715.93
NM_000162,-0.12,0.943,10.41
NM_033508,0.1,0.955,13.23
NM_033507,0.6,0.727,12.99
NM_001486,5.71,0.353,188.11
NM_001498,-0.18,0.543,20558.75
NM_002061,1.08,0.0996,37062.36
NM_003643,0.73,0.389,189.74
NM_004752,1.61,0.395,12.29
NM_006836,-0.04,0.915,162521.47
NM_001097636,-1.94,0.363,3118.99
NM_001490,-1.13,0.401,22492.44
NM_001097633,-0.8,0.546,3013.04
NM_001097635,-0.73,0.508,1515.03
NM_001097634,0.81,0.364,575.11
NM_001491,1.38,0.26,444.37
NM_145649,1.76,0.051,722.94
NM_145655,2.38,0.111,343.31
NM_004751,-1.74,0.241,28.72
NM_016591,1.65,0.33,878.29
NM_080615,-3.1,0.0186,87.13
NM_001018090,-3.63,0.174,1560.75
NM_001018091,-1.54,0.473,823.35
NM_152785,-0.2,0.505,2162.3
NM_001008756,-0.19,0.451,1905.11
NM_145278,-1.71,0.0278,38.51
NR_027309,-1.76,0.163,3.39
NM_004483,0.36,0.4,1224.97
NM_004293,2.41,0.446,1883.04
NM_001040875,-0.59,0.247,381.27
NM_018972,0.23,0.729,7541.72
NM_024034,-0.49,0.484,20.8
NM_017686,-0.47,0.205,13295.81
NM_001135589,0.44,0.413,4759.67
NM_016641,-0.82,0.0294,71636.89
NM_004962,0.31,0.802,7.72
NM_005811,0.53,0.445,9427.79
NM_004864,-0.09,0.946,23633.83
NM_020634,-0.03,0.989,2.1
NM_000557,10.24,0.333,2090.12
NM_001001557,4.59,0.19,801.3
NM_182828,-0.84,0.648,22.54
NM_005260,-1.73,0.0722,234.5
NM_001493,-0.18,0.726,90412.75
NM_001115156,-0.22,0.679,7451.58
NM_001494,0.13,0.736,131058.39
NM_199234,1.52,0.478,15.83
NM_199231,1.77,0.267,29.94
NM_000514,3.02,0.306,330.69
NM_182569,-1.93,0.0392,1686.67
NM_017711,0.79,0.544,18.43
NM_024307,-3.17,0.0125,1067.28
NM_182833,-3.52,0.233,11.44
NM_030792,-0.24,0.833,2194.48
NM_001013657,-1.18,0.0647,2094.88
NM_181702,1.28,0.44,1487.28
NM_005261,3.71,0.0687,26736.07
NM_001009183,-0.01,0.991,1755.12
NM_001009182,0.02,0.981,818.09
NM_003616,1.18,0.0253,2959.98
NM_015721,1.57,0.0609,63745.8
NM_015465,1.39,0.03,32337.96
NM_024775,1.2,0.0673,8670.78
NM_001007270,-0.23,0.399,195.81
NM_024707,-0.21,0.629,9578.59
NM_001007269,0.11,0.844,436.32
NM_001042480,-3.19,0.0392,3219.83
NM_017856,-1.18,0.0558,1551.58
NM_001042479,-0.94,0.0445,9233.94
NR_002830,-0.81,0.234,1403.15
NM_182625,-0.86,0.141,3699.34
NM_001130009,0.05,0.929,8015.06
NM_015949,-1.0,0.0543,50756.65
NM_001131019,-2.06,0.171,44.96
NM_002055,0.45,0.696,100.12
NM_005262,-0.88,0.00391,19367.17
NM_005263,-2.42,0.268,83.08
NM_001127216,-1.99,0.0641,264.15
NM_001127215,-1.77,0.0636,240.74
NM_004188,-1.81,0.163,3.5
NM_001135031,-0.2,0.347,1.15
NM_024996,0.16,0.724,23288.8
NM_170681,-0.46,0.601,165.65
NM_032380,0.0,0.999,16648.62
NM_170691,0.65,0.167,909.67
NM_018988,0.26,0.724,2843.4
NM_033069,1.68,0.042,831.66
NR_027399,-0.65,0.101,14462.62
NR_027398,-0.54,0.421,149.02
NM_030819,0.07,0.776,9059.28
NM_002056,-0.86,0.263,139662.06
NM_005110,5.67,0.0667,34724.94
NM_145793,-4.14,0.294,8083.37
NM_001145453,-3.34,0.311,146833.16
NM_005264,-1.81,0.257,10507.71
NM_001495,-4.47,0.301,21.5
NM_001496,-0.13,0.908,92.7
NM_145762,-0.63,0.347,1.55
NM_022139,-0.58,0.347,1.49
NM_207410,-0.34,0.388,65.0
NM_013365,-1.16,0.103,13664.78
NM_001001561,-1.01,0.208,4210.02
NM_001001560,1.13,0.0656,5242.27
NM_015044,-0.79,0.0743,74738.83
NM_138619,-1.11,0.141,33572.54
NM_014001,-0.52,0.165,12991.52
NM_033110,0.75,0.501,341.18
NM_024051,-1.9,0.0395,36840.28
NM_000821,0.06,0.798,25093.39
NM_001142269,0.9,0.188,2696.66
NM_003878,0.51,0.437,29020.28
NM_152657,-0.61,0.321,228.8
NM_024835,0.18,0.56,29538.41
NM_001037278,-1.97,0.0361,4224.81
NM_004837,-1.44,0.137,32409.44
NM_001037277,-0.21,0.542,122.72
NM_005265,-5.71,0.065,7935.01
NM_001032365,-4.85,0.249,5179.86
NM_001032364,-3.71,0.164,1802.19
NM_013430,-2.18,0.183,1288.97
NR_003267,-0.27,0.846,473.4
NM_001099782,1.51,0.0922,164.53
NM_001099781,2.41,0.225,1463.39
NM_004121,2.76,0.212,1889.08
NM_153338,-9.94,0.0444,16126.87
NM_001122890,-5.27,0.0103,1190.14
NM_178026,-0.83,0.207,8431.34
NR_003503,1.11,0.557,1914.43
NR_003191,-0.54,0.567,18.74
NM_178312,-1.19,0.313,44.49
NM_178311,-0.06,0.961,20.83
NM_199127,-3.8,0.0891,883.22
NM_000515,0.41,0.347,0.75
NM_022559,0.45,0.347,0.73
NM_022560,0.5,0.347,0.71
NM_022556,0.84,0.347,0.56
NM_022557,0.84,0.347,0.56
NM_002059,1.06,0.347,0.48
NM_022558,1.11,0.347,0.46
NM_032484,-1.92,0.0751,3269.19
NM_001142623,-0.8,0.407,5666.24
NM_001142622,-0.48,0.594,1721.52
NR_024573,-0.45,0.542,2503.8
NM_014394,-0.26,0.428,169281.88
NM_000163,-5.82,0.146,29608.95
NM_021081,1.25,0.347,0.42
NM_000823,-0.3,0.347,0.82
NM_004122,-1.63,0.347,3.1
NM_024052,1.08,0.0276,19673.01
NM_017896,-1.3,0.0554,163544.19
NM_005142,-1.81,0.159,3.51
NM_022574,-0.82,0.286,72695.08
NM_001103147,-2.02,0.394,2752.79
NM_001103146,-1.36,0.148,13440.72
NM_001103148,-1.19,0.229,2513.14
NM_015575,-0.16,0.824,20041.17
NM_015660,-1.75,0.202,683.95
NM_018326,-0.84,0.146,1.79
NM_018384,3.64,0.0633,12.48
NR_024115,-1.15,0.63,2.35
NM_024711,-1.03,0.66,2.41
NM_175571,1.93,0.208,8.64
NM_017676,-0.99,0.02,3744.48
NM_138785,-0.09,0.687,9657.41
NM_021067,0.69,0.252,38034.5
NM_016095,-0.73,0.287,22105.73
NM_001126129,0.49,0.439,751.39
NM_022770,1.01,0.207,6615.27
NM_001126130,1.75,0.0305,2606.39
NM_032336,0.99,0.185,27560.92
NM_202494,-1.09,0.0971,8499.04
NM_005716,-0.9,0.0268,38391.53
NM_202468,0.17,0.462,3736.25
NM_202467,0.17,0.762,4897.17
NM_202469,1.31,0.106,4080.02
NM_202470,1.87,0.0456,10738.75
NM_017655,2.12,0.198,266.04
NM_133261,-0.98,0.457,325.05
NM_000164,-0.6,0.603,240.46
NM_001085454,0.01,0.96,805.1
NM_014030,0.11,0.745,43838.57
NM_001135214,-1.33,0.152,817.0
NM_014776,-0.02,0.95,11910.46
NM_001135213,0.05,0.842,9928.75
NM_139201,0.34,0.458,1811.05
NM_057170,0.42,0.564,215.31
NM_057169,0.87,0.268,4691.3
NM_000165,2.3,0.0979,259890.05
NM_032602,-2.06,0.142,4.17
NM_021954,2.02,0.305,1657.19
NM_002060,-1.27,0.433,8.19
NM_181703,-3.08,0.161,198.45
NM_005266,-2.15,0.00247,81.11
NM_005267,-1.29,0.347,2.44
NM_030772,-0.44,0.588,297.81
NM_000166,-9.41,0.339,1890.54
NM_001097642,-8.68,0.335,1102.55
NM_004004,0.75,0.545,646.52
NM_001005752,-4.14,0.218,1365.2
NM_024009,-2.1,0.111,961.82
NM_153212,-1.28,0.387,11.59
NM_005268,-1.93,0.233,404.57
NM_001110219,-3.52,0.181,8.2
NM_001110220,-2.86,0.236,7.32
NM_001110221,-2.4,0.36,5.15
NM_006783,-0.32,0.852,1.27
NM_198568,-2.4,0.0033,240.29
NM_005497,1.21,0.237,2200.52
NM_001080383,1.67,0.319,5422.76
NM_020435,0.78,0.249,700.74
NM_181538,-7.05,0.0864,620.64
NM_020660,-1.11,0.347,2.15
NM_152219,-3.79,0.02,497.86
NM_153368,0.73,0.544,89.94
NM_000167,-1.45,0.116,1194.56
NM_001128127,-1.32,0.372,387.06
NM_203391,-1.31,0.208,1091.94
NM_033214,-0.62,0.664,6.57
NR_026575,-1.09,0.0873,762.92
NM_001039547,-1.4,0.0813,29278.14
NM_025211,-1.03,0.183,721.81
NM_001135953,-0.72,0.32,729.71
NM_019617,1.84,0.141,3.58
NM_000169,0.48,0.46,14493.53
NM_001079811,-0.73,0.161,3358.08
NM_000404,-0.16,0.626,36960.01
NM_001135602,1.03,0.0606,2976.28
NM_024506,-0.59,0.0726,793.92
NM_138342,-1.16,0.312,9968.18
NM_001080407,0.38,0.594,40.71
NM_138426,-1.24,0.0297,23486.88
NM_015554,0.26,0.564,25640.25
NM_000170,0.81,0.645,5030.85
NM_181789,-1.11,0.436,122.19
NM_001499,-0.43,0.212,2228.23
NM_001003722,-0.34,0.437,40733.39
NR_027265,-0.94,0.185,458.75
NM_001145666,0.25,0.515,13661.67
NM_012201,0.25,0.591,15250.2
NM_001145667,0.32,0.433,109599.26
NM_005269,9.3,0.187,2037.66
NM_001160045,9.33,0.239,1127.1
NM_005270,9.93,0.0393,975.85
NM_000168,0.45,0.474,21553.72
NM_138465,-0.42,0.286,5123.92
NM_006851,6.3,0.0177,52261.45
NM_152779,-1.98,0.347,3.95
NM_152436,-2.46,0.148,475.28
NM_022343,1.79,0.00299,1994.44
NM_147193,6.09,0.0727,3857.35
NM_032575,0.71,0.158,22561.72
NM_152629,8.03,0.039,3670.7
NM_001042413,11.17,0.0711,9629.05
NR_026663,9.08,0.0585,30.56
NM_053274,-0.4,0.521,1671.39
NM_006708,0.3,0.25,157114.96
NM_016080,0.21,0.631,17371.05
NM_001080489,-6.16,0.00422,172.86
NM_002062,1.6,0.149,16.92
NM_004246,-1.79,0.423,50.69
NM_000171,-2.36,0.189,3.58
NM_001146040,-1.94,0.179,2.68
NM_001118885,-0.99,0.56,4.9
NM_001118886,-0.96,0.586,6.43
NM_002063,-0.69,0.68,6.44
NM_001042543,-8.95,0.321,2406.42
NM_006529,-4.87,0.122,143.73
NM_001024452,1.46,0.566,9.0
NM_000824,1.09,0.27,7691.99
NM_001118890,2.35,0.109,10226.23
NM_002064,2.44,0.136,4213.26
NM_197962,0.46,0.171,5966.44
NM_016066,0.98,0.078,103.75
NM_006541,0.92,0.0892,12108.54
NM_016417,-0.15,0.758,43889.36
NM_014905,-0.21,0.697,5078.06
NM_013267,-1.37,0.0543,1059.21
NM_144669,-1.9,0.193,2.9
NM_182974,1.06,0.451,9.73
NM_152932,-0.61,0.657,1369.17
NM_018446,0.08,0.914,564.3
NM_001010983,1.79,0.115,6484.26
NM_031302,0.06,0.964,999.17
NM_016433,0.21,0.632,36648.56
NM_001029885,-0.07,0.88,20737.17
NM_001014985,-1.04,0.091,29.65
NM_015711,-0.37,0.502,7725.92
NM_015349,-0.22,0.34,2253.25
NM_015710,-0.44,0.305,2812.34
NM_005271,-0.28,0.409,48044.07
NM_012084,-0.24,0.492,52611.11
NM_001033056,-3.58,0.0135,55609.91
NM_001033044,-3.32,0.0554,370737.15
NM_002065,-2.66,0.172,4582.67
NM_005838,-1.31,0.347,0.4
NM_201648,1.74,0.136,14.02
NM_080661,0.24,0.856,19.69
NM_145016,4.4,0.061,373.76
NM_001010904,-10.37,0.345,3348.57
NR_026702,-0.47,0.338,76.8
NR_026700,0.99,0.164,222.99
NM_145262,1.5,0.106,2139.57
NM_001144951,1.51,0.0881,1113.93
NM_032569,-1.02,0.00609,92733.04
NM_000405,-0.47,0.185,36394.55
NM_178439,-0.49,0.215,10259.0
NR_003281,-0.79,0.0938,269.49
NM_001500,0.72,0.247,18226.25
NM_006582,0.03,0.938,1616.1
NM_024482,0.6,0.22,1501.54
NM_012384,-0.32,0.422,8739.59
NM_004124,0.24,0.625,84540.87
NM_004877,3.27,0.356,176.72
NM_016573,-1.13,0.0059,3971.19
NM_002066,-1.02,0.347,2.02
NM_001146686,1.03,0.658,5.1
NM_015895,1.34,0.0249,14976.8
NM_013335,-0.22,0.733,368.54
NM_205847,-0.13,0.729,6159.55
NM_013334,-0.17,0.652,6801.01
NM_021971,-0.04,0.927,6151.24
NM_006877,0.45,0.587,1571.82
NM_001002002,-1.38,0.101,2076.61
NM_001002000,-0.97,0.23,1186.52
NM_016576,0.31,0.614,5473.04
NM_001002001,0.78,0.212,7574.64
NM_003875,0.35,0.177,64791.64
NM_002067,0.21,0.438,21289.64
NM_007353,0.82,0.0102,128245.37
NM_006572,-0.99,0.0259,188959.6
NM_004297,-0.45,0.79,1621.05
NM_002068,6.19,0.219,6949.77
NM_002069,1.3,0.15,20545.28
NM_002070,0.97,0.058,48038.63
NM_006496,1.02,0.00112,110662.8
NM_182978,-1.62,0.349,2675.01
NM_001142339,1.9,0.456,941.65
NM_002071,2.64,0.359,446.98
NM_020988,0.0,0.999,914.17
NM_138736,1.25,0.568,9873.04
NM_002072,-0.48,0.0337,29813.83
NM_016592,-7.12,0.0463,25792.37
NM_080425,-3.22,0.0207,1297.16
NM_080426,-2.11,0.0121,439361.62
NM_001077488,-1.64,0.22,96376.12
NR_003259,-0.94,0.349,4164.79
NR_002785,-2.26,0.279,313.18
NM_144499,-2.02,0.0712,32.08
NM_000172,-1.9,0.238,6.37
NM_005272,-0.2,0.8,78.47
NM_001102386,-3.71,0.171,44.5
NM_002073,0.7,0.556,7239.31
NM_002074,0.37,0.316,269257.78
NM_053004,1.16,0.00285,1011.02
NM_005273,-1.19,0.294,1000.41
NM_006098,0.51,0.274,587363.44
NM_002075,0.35,0.612,1384.05
NM_021629,-0.61,0.563,134960.69
NM_016194,-0.67,0.223,455.45
NM_006578,0.2,0.649,12711.52
NM_001128227,0.05,0.976,7488.14
NM_005476,1.18,0.144,31424.63
NM_001017998,1.17,0.0402,10158.7
NM_004126,-1.48,0.542,53127.82
NM_018841,3.2,5.85e-05,427779.6
NM_016541,-4.49,0.0119,505.31
NM_053064,6.61,0.127,1107.06
NM_012202,-0.86,0.108,142.4
NM_001098722,-1.49,0.509,19126.36
NM_004485,-0.41,0.293,151.7
NM_001098721,-0.3,0.493,370.79
NM_005274,1.04,0.0463,33580.9
NM_052847,-3.43,0.0559,5554.56
NM_033258,-1.04,0.347,2.06
NM_021955,-3.8,0.297,211.74
NM_031498,3.88,0.342,59.01
NM_005275,0.45,0.22,15569.33
NM_013285,0.64,0.502,23371.62
NM_206826,0.31,0.735,989.62
NM_206825,1.26,0.00413,37578.29
NM_014366,1.47,0.000675,18156.59
NM_019067,-0.21,0.574,49558.89
NM_012483,1.21,0.422,1.57
NM_006433,2.07,0.236,3.14
NM_018960,-3.67,0.224,1883.93
NR_027249,-1.83,0.238,306.53
NM_014236,-0.47,0.372,27232.8
NM_005471,1.03,0.0796,35891.2
NM_138335,0.46,0.374,5797.03
NM_198066,0.29,0.431,103820.09
NM_024312,-1.24,0.00251,63574.76
NM_032520,-0.94,0.0677,11640.64
NM_000825,1.99,0.0287,1171.05
NM_001083111,2.07,0.0339,299.11
NM_001501,0.04,0.976,1.38
NM_178332,1.65,0.227,1.35
NM_178331,1.66,0.224,1.39
NM_001012763,-1.03,0.0845,982.4
NM_000406,-0.99,0.0626,1008.55
NR_002328,-1.27,0.013,19129.19
NM_002076,-0.92,0.0109,92517.12
NM_002077,-1.05,0.0214,21182.95
NM_004486,-1.03,0.0302,54769.83
NR_002195,-0.99,0.141,179.46
NR_002195,-0.64,0.13,73.95
NM_017600,-4.01,0.00015,2037.74
NR_024261,-3.41,0.00174,12311.41
NR_003524,0.11,0.943,27.08
NR_027001,-1.06,0.0472,13783.58
NM_005895,-0.3,0.253,107228.46
NM_002078,-1.73,0.012,50009.71
NM_005113,-0.56,0.121,39412.79
NM_018652,-1.48,0.381,42.81
NM_001145224,-1.35,0.0663,124.82
NM_001038640,-1.03,0.188,143.65
