,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
21932,NM_015670,1.0,0.0154,46646.04,26168,SENP3,Homo sapiens,SUMO specific peptidase 3(SENP3)
21940,NM_004261,1.1,0.000187,20620.09,9403,SELENOF,Homo sapiens,selenoprotein F(SELENOF)
21951,NM_178584,1.23,0.0446,12910.2,151011,SEPTIN10,Homo sapiens,septin 10(SEPTIN10)
21984,NM_006640,4.17,0.000733,76541.6,10801,SEPTIN9,Homo sapiens,septin 9(SEPTIN9)
21989,NM_001018068,1.17,0.00693,90538.71,26135,SERBP1,Homo sapiens,SERPINE1 mRNA binding protein 1(SERBP1)
21990,NM_001018067,1.45,0.0198,185413.54,26135,SERBP1,Homo sapiens,SERPINE1 mRNA binding protein 1(SERBP1)
22038,NM_198833,3.15,0.00983,5785.37,5271,SERPINB8,Homo sapiens,serpin family B member 8(SERPINB8)
22104,NM_006802,1.24,0.00751,44802.85,10946,SF3A3,Homo sapiens,splicing factor 3a subunit 3(SF3A3)
22111,NM_031287,1.0,0.0151,50156.14,83443,SF3B5,Homo sapiens,splicing factor 3b subunit 5(SF3B5)
22121,NM_145247,2.09,0.0297,2853.17,119392,SFR1,Homo sapiens,SWI5 dependent homologous recombination repair protein 1(SFR1)
22139,NM_022754,1.02,0.0411,73664.68,94081,SFXN1,Homo sapiens,sideroflexin 1(SFXN1)
22146,NM_000232,2.92,0.000238,46368.41,6443,SGCB,Homo sapiens,sarcoglycan beta(SGCB)
22151,NM_001099400,1.84,0.0169,7037.64,8910,SGCE,Homo sapiens,sarcoglycan epsilon(SGCE)
22152,NM_003919,2.72,0.000804,9974.59,8910,SGCE,Homo sapiens,sarcoglycan epsilon(SGCE)
22158,NM_001143678,2.25,0.00415,661.22,6446,SGK1,Homo sapiens,serum/glucocorticoid regulated kinase 1(SGK1)
22159,NM_005627,3.81,0.0429,27010.46,6446,SGK1,Homo sapiens,serum/glucocorticoid regulated kinase 1(SGK1)
22166,NM_001136258,1.43,0.04,30780.3,166929,SGMS2,Homo sapiens,sphingomyelin synthase 2(SGMS2)
22189,NM_019072,2.12,0.032,16623.75,54557,SGTB,Homo sapiens,small glutamine rich tetratricopeptide repeat co-chaperone beta(SGTB)
22196,NM_005475,3.65,0.036,2541.93,10019,SH2B3,Homo sapiens,SH2B adaptor protein 3(SH2B3)
22213,NM_001103161,4.7,0.00609,6054.48,400745,SH2D5,Homo sapiens,SH2 domain containing 5(SH2D5)
22214,NM_001103160,5.07,0.0346,4859.38,400745,SH2D5,Homo sapiens,SH2 domain containing 5(SH2D5)
22221,NM_031286,2.08,0.00853,127838.1,83442,SH3BGRL3,Homo sapiens,SH3 domain binding glutamate rich protein like 3(SH3BGRL3)
22232,NM_001128924,1.25,0.0294,2910.86,152503,SH3D19,Homo sapiens,SH3 domain containing 19(SH3D19)
22233,NM_001009555,1.34,0.0444,13427.36,152503,SH3D19,Homo sapiens,SH3 domain containing 19(SH3D19)
22239,NM_016009,1.18,0.0299,90044.77,51100,SH3GLB1,Homo sapiens,"SH3 domain containing GRB2 like, endophilin B1(SH3GLB1)"
22242,NM_031892,3.13,0.00913,33785.94,30011,SH3KBP1,Homo sapiens,SH3 domain containing kinase binding protein 1(SH3KBP1)
22247,NM_001099289,5.39,0.00116,7342.97,344558,SH3RF3,Homo sapiens,SH3 domain containing ring finger 3(SH3RF3)
22265,NM_001130040,3.17,0.0384,179173.01,6464,SHC1,Homo sapiens,SHC adaptor protein 1(SHC1)
22293,NM_006884,3.53,0.0169,4884.59,6474,SHOX2,Homo sapiens,SHOX homeobox 2(SHOX2)
22294,NM_003030,3.68,0.00102,2228.93,6474,SHOX2,Homo sapiens,SHOX homeobox 2(SHOX2)
22295,NM_001163678,5.09,0.0228,13129.39,6474,SHOX2,Homo sapiens,SHOX homeobox 2(SHOX2)
22383,NM_001039535,1.3,0.0343,13673.6,220134,SKA1,Homo sapiens,spindle and kinetochore associated complex subunit 1(SKA1)
22413,NM_020125,2.01,0.0373,611.46,56833,SLAMF8,Homo sapiens,SLAM family member 8(SLAMF8)
22439,NM_001145962,1.73,0.0258,4891.0,6560,SLC12A4,Homo sapiens,solute carrier family 12 member 4(SLC12A4)
22471,NM_003051,4.09,0.0101,136828.4,6566,SLC16A1,Homo sapiens,solute carrier family 16 member 1(SLC16A1)
22513,NM_005415,2.36,0.000808,186828.97,6574,SLC20A1,Homo sapiens,solute carrier family 20 member 1(SLC20A1)
22520,NM_004803,2.82,0.0318,48.0,9389,SLC22A14,Homo sapiens,solute carrier family 22 member 14(SLC22A14)
22574,NM_024698,1.89,0.0473,13981.23,79751,SLC25A22,Homo sapiens,solute carrier family 25 member 22(SLC25A22)
22591,NM_030780,1.22,0.017,29815.27,81034,SLC25A32,Homo sapiens,solute carrier family 25 member 32(SLC25A32)
22597,NM_016612,2.75,0.0177,2708.93,51312,SLC25A37,Homo sapiens,solute carrier family 25 member 37(SLC25A37)
22676,NM_006931,4.75,0.0466,24141.88,6515,SLC2A3,Homo sapiens,solute carrier family 2 member 3(SLC2A3)
22683,NM_001145099,2.88,0.0306,3543.77,11182,SLC2A6,Homo sapiens,solute carrier family 2 member 6(SLC2A6)
22720,NM_032826,2.2,0.0399,24025.21,84912,SLC35B4,Homo sapiens,solute carrier family 35 member B4(SLC35B4)
22734,NM_001001479,2.04,0.0328,7212.61,339665,SLC35E4,Homo sapiens,solute carrier family 35 member E4(SLC35E4)
22753,NM_152313,1.75,0.0405,15167.13,120103,SLC36A4,Homo sapiens,solute carrier family 36 member 4(SLC36A4)
22768,NM_018976,1.01,0.0302,386431.25,54407,SLC38A2,Homo sapiens,solute carrier family 38 member 2(SLC38A2)
22789,NM_001128431,3.82,0.018,361063.5,23516,SLC39A14,Homo sapiens,solute carrier family 39 member 14(SLC39A14)
22827,NM_001145056,1.81,0.0293,28124.44,57153,SLC44A2,Homo sapiens,solute carrier family 44 member 2 (CTL2 blood group)(SLC44A2)
22833,NM_001080397,5.34,0.0367,1446.93,50651,SLC45A1,Homo sapiens,solute carrier family 45 member 1(SLC45A1)
22877,NM_006933,1.15,0.00857,96469.99,6526,SLC5A3,Homo sapiens,solute carrier family 5 member 3(SLC5A3)
22907,NM_001134368,1.31,0.00969,1156.6,6533,SLC6A6,Homo sapiens,solute carrier family 6 member 6(SLC6A6)
22940,NM_001112800,4.6,0.0106,5466.35,6546,SLC8A1,Homo sapiens,solute carrier family 8 member A1(SLC8A1)
22941,NM_021097,4.88,0.013,5504.86,6546,SLC8A1,Homo sapiens,solute carrier family 8 member A1(SLC8A1)
22959,NM_001042537,1.8,0.0233,24124.73,10479,SLC9A6,Homo sapiens,solute carrier family 9 member A6(SLC9A6)
22995,NM_018042,2.63,0.0294,4388.14,55106,SLFN12,Homo sapiens,schlafen family member 12(SLFN12)
23003,NM_004787,2.05,0.0374,774.47,9353,SLIT2,Homo sapiens,slit guidance ligand 2(SLIT2)
23014,NM_014926,2.98,0.0309,18.04,22865,SLITRK3,Homo sapiens,SLIT and NTRK like family member 3(SLITRK3)
23053,NM_005905,2.76,0.0289,933.33,4093,SMAD9,Homo sapiens,SMAD family member 9(SMAD9)
23054,NM_001127217,3.27,0.0308,1113.88,4093,SMAD9,Homo sapiens,SMAD family member 9(SMAD9)
23089,NM_001003801,1.97,0.0438,2140.56,6604,SMARCD3,Homo sapiens,SWI/SNF related BAF chromatin remodeling complex subunit D3(SMARCD3)
23156,NM_175840,1.83,0.0129,2028.74,54498,SMOX,Homo sapiens,spermine oxidase(SMOX)
23157,NM_175842,3.63,1.62e-06,2318.48,54498,SMOX,Homo sapiens,spermine oxidase(SMOX)
23160,NM_000543,1.29,0.0376,9742.58,6609,SMPD1,Homo sapiens,sphingomyelin phosphodiesterase 1(SMPD1)
23169,NM_004595,1.25,0.000366,58732.57,6611,SMS,Homo sapiens,spermine synthase(SMS)
23187,NM_003068,9.21,0.0469,71820.83,6591,SNAI2,Homo sapiens,snail family transcriptional repressor 2(SNAI2)
23200,NM_003083,1.51,0.0142,5671.74,6618,SNAPC2,Homo sapiens,small nuclear RNA activating complex polypeptide 2(SNAPC2)
23223,NR_024127,1.58,0.0356,2279.26,85028,SNHG12,Homo sapiens,small nucleolar RNA host gene 12(SNHG12)
23227,NR_003038,2.02,0.00717,8903.7,387066,SNHG5,Homo sapiens,small nucleolar RNA host gene 5(SNHG5)
23292,NR_000011,1.61,0.0472,53.99,26778,SNORA70,Homo sapiens,"small nucleolar RNA, H/ACA box 70(SNORA70)"
23352,NR_002749,3.03,0.0401,8.16,26805,SNORD45A,Homo sapiens,"small nucleolar RNA, C/D box 45A(SNORD45A)"
23370,NR_003056,3.53,0.0153,11.55,692108,SNORD67,Homo sapiens,"small nucleolar RNA, C/D box 67(SNORD67)"
23383,NR_003074,2.87,0.04,7.33,692209,SNORD92,Homo sapiens,"small nucleolar RNA, C/D box 92(SNORD92)"
23397,NM_004814,1.11,0.00698,28274.32,9410,SNRNP40,Homo sapiens,small nuclear ribonucleoprotein U5 subunit 40(SNRNP40)
23399,NM_003089,1.66,0.00475,47031.15,6625,SNRNP70,Homo sapiens,small nuclear ribonucleoprotein U1 subunit 70(SNRNP70)
23403,NM_198216,1.18,0.0304,23312.27,6628,SNRPB,Homo sapiens,small nuclear ribonucleoprotein polypeptides B and B1(SNRPB)
23419,NM_021021,2.31,0.000974,17776.39,6641,SNTB1,Homo sapiens,syntrophin beta 1(SNTB1)
23441,NM_013306,1.3,0.00375,4171.38,29907,SNX15,Homo sapiens,sorting nexin 15(SNX15)
23466,NM_152827,1.11,0.00864,42698.6,8724,SNX3,Homo sapiens,sorting nexin 3(SNX3)
23469,NM_152760,4.46,0.049,751.19,254122,SNX32,Homo sapiens,sorting nexin 32(SNX32)
23476,NM_015976,1.97,0.00873,23961.73,51375,SNX7,Homo sapiens,sorting nexin 7(SNX7)
23477,NM_152238,2.05,0.0315,1578.01,51375,SNX7,Homo sapiens,sorting nexin 7(SNX7)
23480,NM_003101,1.72,0.0291,47385.76,6646,SOAT1,Homo sapiens,sterol O-acyltransferase 1(SOAT1)
23498,NM_015210,3.17,0.0274,2831.51,23255,MTCL1,Homo sapiens,microtubule crosslinking factor 1(MTCL1)
23519,NM_001018003,2.66,0.0114,61516.29,10174,SORBS3,Homo sapiens,sorbin and SH3 domain containing 3(SORBS3)
23623,NM_194296,1.45,0.0455,69.56,202051,SPATA24,Homo sapiens,spermatogenesis associated 24(SPATA24)
23645,NM_145207,1.16,0.0154,12390.65,166378,AFG2A,Homo sapiens,AFG2 AAA ATPase homolog A(AFG2A)
23660,NM_001100423,1.9,0.0408,17639.08,26010,SPATS2L,Homo sapiens,spermatogenesis associated serine rich 2 like(SPATS2L)
23668,NM_017785,2.49,0.0137,41115.74,54908,SPDL1,Homo sapiens,spindle apparatus coiled-coil protein 1(SPDL1)
23687,NM_001033555,1.46,0.0418,3838.93,92521,SPECC1,Homo sapiens,sperm antigen with calponin homology and coiled-coil domains 1(SPECC1)
23701,NM_001142296,2.74,0.00248,7181.38,23111,SPART,Homo sapiens,spartin(SPART)
23702,NM_001142295,3.35,0.000987,35669.8,23111,SPART,Homo sapiens,spartin(SPART)
23779,NM_152594,2.24,0.0102,41181.68,161742,SPRED1,Homo sapiens,sprouty related EVH1 domain containing 1(SPRED1)
23798,NM_005842,3.27,0.00215,25445.92,10253,SPRY2,Homo sapiens,sprouty RTK signaling antagonist 2(SPRY2)
23801,NM_001127496,2.49,0.0118,39089.31,81848,SPRY4,Homo sapiens,sprouty RTK signaling antagonist 4(SPRY4)
23802,NM_030964,2.85,0.0194,4038.96,81848,SPRY4,Homo sapiens,sprouty RTK signaling antagonist 4(SPRY4)
23816,NM_001130438,3.73,0.0316,24412.48,6709,SPTAN1,Homo sapiens,"spectrin alpha, non-erythrocytic 1(SPTAN1)"
23838,NM_001035235,1.42,0.0191,3054.0,10011,SRA1,Homo sapiens,steroid receptor RNA activator 1(SRA1)
23855,NM_152546,1.09,0.0105,16803.85,153443,SRFBP1,Homo sapiens,serum response factor binding protein 1(SRFBP1)
23863,NM_003130,1.35,0.0225,22060.88,6717,SRI,Homo sapiens,sorcin(SRI)
23865,NM_003132,1.38,0.0204,54582.91,6723,SRM,Homo sapiens,spermidine synthase(SRM)
23874,NM_003133,1.87,0.0376,17161.83,6726,SRP9,Homo sapiens,signal recognition particle 9(SRP9)
23881,NM_006307,6.96,0.00429,8817.77,8406,SRPX,Homo sapiens,sushi repeat containing protein X-linked(SRPX)
23882,NM_014467,4.38,0.0157,2087.24,27286,SRPX2,Homo sapiens,sushi repeat containing protein X-linked 2(SRPX2)
23923,NM_032627,1.48,0.0214,6305.77,170463,SSBP4,Homo sapiens,single stranded DNA binding protein 4(SSBP4)
23929,NM_001161330,1.07,0.0287,3439.35,54434,SSH1,Homo sapiens,slingshot protein phosphatase 1(SSH1)
23977,NM_006927,1.36,0.0175,24592.52,6483,ST3GAL2,Homo sapiens,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2(ST3GAL2)"
23982,NM_174970,2.26,0.0318,349.64,6487,ST3GAL3,Homo sapiens,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)"
23983,NM_174964,2.45,0.0331,1533.92,6487,ST3GAL3,Homo sapiens,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)"
23987,NM_174963,3.46,0.0201,1100.2,6487,ST3GAL3,Homo sapiens,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)"
24028,NM_003149,8.46,0.02,16118.87,6769,STAC,Homo sapiens,SH3 and cysteine rich domain(STAC)
24058,NM_139164,1.63,0.0108,10216.35,134429,STARD4,Homo sapiens,StAR related lipid transfer domain containing 4(STARD4)
24063,NM_014725,1.65,0.0376,463.53,9754,STARD8,Homo sapiens,StAR related lipid transfer domain containing 8(STARD8)
24072,NM_003151,2.42,0.0378,66.32,6775,STAT4,Homo sapiens,signal transducer and activator of transcription 4(STAT4)
24091,NM_001008410,2.63,0.0387,55334.38,55240,STEAP3,Homo sapiens,STEAP3 metalloreductase(STEAP3)
24103,NM_004760,1.28,0.0136,46479.73,9263,STK17A,Homo sapiens,serine/threonine kinase 17a(STK17A)
24104,NM_004226,1.43,0.0231,35796.94,9262,STK17B,Homo sapiens,serine/threonine kinase 17b(STK17B)
24180,NM_003764,4.13,0.0035,2742.32,8676,STX11,Homo sapiens,syntaxin 11(STX11)
24192,NM_001980,4.25,2.17e-05,24692.52,2054,STX2,Homo sapiens,syntaxin 2(STX2)
24206,NM_139244,2.33,0.0412,23030.43,134957,STXBP5,Homo sapiens,syntaxin binding protein 5(STXBP5)
24275,NM_001030019,4.48,0.0386,28.28,256979,SUN3,Homo sapiens,Sad1 and UNC84 domain containing 3(SUN3)
24276,NM_152782,4.81,0.0194,36.62,256979,SUN3,Homo sapiens,Sad1 and UNC84 domain containing 3(SUN3)
24286,NM_003599,2.19,0.0172,2277.2,8464,SUPT3H,Homo sapiens,"SPT3 homolog, SAGA and STAGA complex component(SUPT3H)"
24316,NM_021738,2.51,0.0379,2759.54,6840,SVIL,Homo sapiens,supervillin(SVIL)
24321,NM_015055,1.12,0.00364,46985.98,23075,SWAP70,Homo sapiens,switching B cell complex subunit SWAP70(SWAP70)
24349,NM_033025,3.78,1.25e-05,43852.92,85360,SYDE1,Homo sapiens,synapse defective Rho GTPase homolog 1(SYDE1)
24359,NM_133625,5.08,0.0316,75.18,6854,SYN2,Homo sapiens,synapsin II(SYN2)
24364,NM_030786,2.17,0.0398,11990.05,81493,SYNC,Homo sapiens,"syncoilin, intermediate filament protein(SYNC)"
24397,NM_015286,1.8,0.0467,3588.08,23336,SYNM,Homo sapiens,synemin(SYNM)
24522,NM_005640,1.13,0.0287,7640.7,6875,TAF4B,Homo sapiens,TATA-box binding protein associated factor 4b(TAF4B)
24523,NM_006951,1.54,0.0361,9860.7,6877,TAF5,Homo sapiens,TATA-box binding protein associated factor 5(TAF5)
24535,NM_001015892,1.53,0.0492,4598.75,6880,TAF9,Homo sapiens,TATA-box binding protein associated factor 9(TAF9)
24554,NM_024562,1.29,0.0485,17662.38,79613,TANGO6,Homo sapiens,transport and golgi organization 6 homolog(TANGO6)
24562,NM_018833,1.39,0.0203,16113.89,6891,TAP2,Homo sapiens,"transporter 2, ATP binding cassette subfamily B member(TAP2)"
24563,NM_000544,3.32,0.042,48257.3,6891,TAP2,Homo sapiens,"transporter 2, ATP binding cassette subfamily B member(TAP2)"
24566,NM_003190,1.12,0.0255,166503.3,6892,TAPBP,Homo sapiens,TAP binding protein(TAPBP)
24577,NM_152295,1.13,0.0349,132067.8,6897,TARS1,Homo sapiens,threonyl-tRNA synthetase 1(TARS1)
24626,NM_015173,1.35,0.00052,28313.57,23216,TBC1D1,Homo sapiens,TBC1 domain family member 1(TBC1D1)
24707,NM_004865,1.64,0.00258,10470.54,9519,TBPL1,Homo sapiens,TATA-box binding protein like 1(TBPL1)
24749,NM_006756,1.05,0.00716,6662.05,6917,TCEA1,Homo sapiens,transcription elongation factor A1(TCEA1)
24786,NM_007109,1.23,0.0343,47622.16,6941,TCF19,Homo sapiens,transcription factor 19(TCF19)
24794,NM_001083962,4.63,0.00649,2979.68,6925,TCF4,Homo sapiens,transcription factor 4(TCF4)
24827,NM_001135243,1.07,0.0287,18447.44,6949,TCOF1,Homo sapiens,treacle ribosome biogenesis factor 1(TCOF1)
24828,NM_000356,1.44,0.0365,13304.71,6949,TCOF1,Homo sapiens,treacle ribosome biogenesis factor 1(TCOF1)
24829,NM_001008656,1.53,0.0381,16760.37,6949,TCOF1,Homo sapiens,treacle ribosome biogenesis factor 1(TCOF1)
24831,NM_001008657,1.78,0.0116,5521.32,6949,TCOF1,Homo sapiens,treacle ribosome biogenesis factor 1(TCOF1)
24832,NM_001135244,1.81,0.0243,14140.89,6949,TCOF1,Homo sapiens,treacle ribosome biogenesis factor 1(TCOF1)
24833,NM_030752,1.44,0.00856,195596.53,6950,TCP1,Homo sapiens,t-complex 1(TCP1)
24876,NM_021961,1.41,0.00669,107035.71,7003,TEAD1,Homo sapiens,TEA domain transcription factor 1(TEAD1)
24932,NM_017746,2.05,0.0143,36685.5,54881,TEX10,Homo sapiens,testis expressed 10(TEX10)
24969,NM_016020,1.43,0.00375,4769.77,51106,TFB1M,Homo sapiens,"transcription factor B1, mitochondrial(TFB1M)"
24971,NM_005653,1.73,0.0126,3934.25,7024,TFCP2,Homo sapiens,transcription factor CP2(TFCP2)
24988,NM_001032281,2.81,0.00274,3662.05,7035,TFPI,Homo sapiens,tissue factor pathway inhibitor(TFPI)
24989,NM_006287,5.79,0.0103,23218.26,7035,TFPI,Homo sapiens,tissue factor pathway inhibitor(TFPI)
24999,NM_000660,3.0,0.0218,51042.91,7040,TGFB1,Homo sapiens,transforming growth factor beta 1(TGFB1)
25000,NM_015927,5.43,0.00306,3690.15,7041,TGFB1I1,Homo sapiens,transforming growth factor beta 1 induced transcript 1(TGFB1I1)
25001,NM_001042454,7.55,0.02,16084.37,7041,TGFB1I1,Homo sapiens,transforming growth factor beta 1 induced transcript 1(TGFB1I1)
25002,NM_001135599,4.64,0.0161,19974.55,7042,TGFB2,Homo sapiens,transforming growth factor beta 2(TGFB2)
25005,NM_000358,8.63,0.0323,292965.16,7045,TGFBI,Homo sapiens,transforming growth factor beta induced(TGFBI)
25008,NM_001024847,3.3,0.0256,14461.65,7048,TGFBR2,Homo sapiens,transforming growth factor beta receptor 2(TGFBR2)
25009,NM_003242,4.3,0.0166,111595.6,7048,TGFBR2,Homo sapiens,transforming growth factor beta receptor 2(TGFBR2)
25010,NM_003243,3.31,0.0139,4403.46,7049,TGFBR3,Homo sapiens,transforming growth factor beta receptor 3(TGFBR3)
25065,NM_004848,2.52,0.0217,142.53,9473,THEMIS2,Homo sapiens,thymocyte selection associated family member 2(THEMIS2)
25066,NM_001105556,4.46,0.00176,1879.32,9473,THEMIS2,Homo sapiens,thymocyte selection associated family member 2(THEMIS2)
25077,NM_001002879,1.93,0.0115,2205.75,8563,THOC5,Homo sapiens,THO complex subunit 5(THOC5)
25149,NM_003254,2.08,0.00108,43826.8,7076,TIMP1,Homo sapiens,TIMP metallopeptidase inhibitor 1(TIMP1)
25150,NM_003255,2.39,0.00123,130519.96,7077,TIMP2,Homo sapiens,TIMP metallopeptidase inhibitor 2(TIMP2)
25169,NM_001146016,1.84,0.0397,1534.38,93643,TJAP1,Homo sapiens,tight junction associated protein 1(TJAP1)
25205,NM_006289,1.74,0.000559,264221.2,7094,TLN1,Homo sapiens,talin 1(TLN1)
25229,NM_014220,2.02,0.0368,145786.62,4071,TM4SF1,Homo sapiens,transmembrane 4 L six family member 1(TM4SF1)
25304,NM_024092,1.14,0.0393,155349.36,79073,TMEM109,Homo sapiens,transmembrane protein 109(TMEM109)
25316,NM_052932,1.07,0.0198,139475.32,114908,TMEM123,Homo sapiens,transmembrane protein 123(TMEM123)
25333,NM_032021,3.21,0.0375,2573.62,143872,ARHGAP42,Homo sapiens,Rho GTPase activating protein 42(ARHGAP42)
25360,NM_015444,7.73,0.0414,78177.36,25907,TMEM158,Homo sapiens,transmembrane protein 158(TMEM158)
25395,NM_024789,1.53,0.0454,3860.47,79847,MFSD13A,Homo sapiens,major facilitator superfamily domain containing 13A(MFSD13A)
25422,NM_001003682,4.38,0.017,7343.28,399474,TMEM200B,Homo sapiens,transmembrane protein 200B(TMEM200B)
25425,NM_001010866,1.86,0.0272,18598.38,199953,TMEM201,Homo sapiens,transmembrane protein 201(TMEM201)
25492,NM_182614,4.08,0.0213,983.54,348013,TMEM255B,Homo sapiens,transmembrane protein 255B(TMEM255B)
25516,NM_024334,1.62,0.00539,142189.53,79188,TMEM43,Homo sapiens,transmembrane protein 43(TMEM43)
25559,NM_153015,4.96,0.0254,695.02,157753,TMEM74,Homo sapiens,transmembrane protein 74(TMEM74)
25629,NM_021103,1.4,0.0369,359108.32,9168,TMSB10,Homo sapiens,thymosin beta 10(TMSB10)
25644,NM_019022,1.36,0.00154,15734.05,54495,TMX3,Homo sapiens,thioredoxin related transmembrane protein 3(TMX3)
25650,NM_006290,3.89,0.0106,6324.07,7128,TNFAIP3,Homo sapiens,TNF alpha induced protein 3(TNFAIP3)
25658,NM_003842,1.38,0.00462,35769.76,8795,TNFRSF10B,Homo sapiens,TNF receptor superfamily member 10b(TNFRSF10B)
25662,NM_003840,4.16,0.00649,28626.85,8793,TNFRSF10D,Homo sapiens,TNF receptor superfamily member 10d(TNFRSF10D)
25665,NM_016639,1.31,0.00175,47963.6,51330,TNFRSF12A,Homo sapiens,TNF receptor superfamily member 12A(TNFRSF12A)
25676,NM_001066,4.19,0.0402,1410.34,7133,TNFRSF1B,Homo sapiens,TNF receptor superfamily member 1B(TNFRSF1B)
25719,NM_001128843,2.25,0.0171,81.8,79931,TNIP3,Homo sapiens,TNFAIP3 interacting protein 3(TNIP3)
25750,NM_001136195,1.32,0.008,46588.86,30000,TNPO2,Homo sapiens,transportin 2(TNPO2)
25761,NM_022748,2.44,0.0038,25128.83,64759,TNS3,Homo sapiens,tensin 3(TNS3)
25769,NM_025077,1.94,0.0208,4958.19,114034,TOE1,Homo sapiens,"target of EGR1, exonuclease(TOE1)"
25789,NM_001134485,2.69,0.0393,2723.61,401505,TOMM5,Homo sapiens,translocase of outer mitochondrial membrane 5(TOMM5)
25818,NM_001098797,3.94,0.00222,2786.04,84969,TOX2,Homo sapiens,TOX high mobility group box family member 2(TOX2)
25820,NM_001098798,5.63,0.00976,386.14,84969,TOX2,Homo sapiens,TOX high mobility group box family member 2(TOX2)
25829,NM_001126113,2.39,0.00974,6039.3,7157,TP53,Homo sapiens,tumor protein p53(TP53)
25896,NM_213674,6.4,0.0395,65083.65,7169,TPM2,Homo sapiens,tropomyosin 2(TPM2)
25903,NM_003290,2.33,0.0343,356118.89,7171,TPM4,Homo sapiens,tropomyosin 4(TPM4)
25945,NM_012112,1.68,0.00057,210213.89,22974,TPX2,Homo sapiens,TPX2 microtubule nucleation factor(TPX2)
25949,NM_001080824,6.78,0.0125,6378.37,129293,TRABD2A,Homo sapiens,TraB domain containing 2A(TRABD2A)
25954,NM_145725,1.12,0.035,9684.84,7187,TRAF3,Homo sapiens,TNF receptor associated factor 3(TRAF3)
25955,NM_145726,1.45,0.0498,3821.3,7187,TRAF3,Homo sapiens,TNF receptor associated factor 3(TRAF3)
25979,NM_012288,1.93,0.034,216015.93,9697,TRAM2,Homo sapiens,translocation associated membrane protein 2(TRAM2)
26136,NM_007118,1.13,0.0388,92103.46,7204,TRIO,Homo sapiens,trio Rho guanine nucleotide exchange factor(TRIO)
26140,NM_004240,2.13,0.00299,28597.8,9322,TRIP10,Homo sapiens,thyroid hormone receptor interactor 10(TRIP10)
26142,NM_004238,1.45,0.0122,30216.6,9320,TRIP12,Homo sapiens,thyroid hormone receptor interactor 12(TRIP12)
26145,NM_003302,2.35,0.00419,68260.29,7205,TRIP6,Homo sapiens,thyroid hormone receptor interactor 6(TRIP6)
26148,NM_001142554,1.64,0.034,9342.03,55621,TRMT1,Homo sapiens,tRNA methyltransferase 1(TRMT1)
26155,NM_001031712,1.39,0.016,7332.82,60487,TRMT11,Homo sapiens,tRNA methyltransferase 11 homolog(TRMT11)
26181,NM_007332,9.72,0.0381,229.83,8989,TRPA1,Homo sapiens,transient receptor potential cation channel subfamily A member 1(TRPA1)
26182,NM_003304,2.16,0.0118,9307.72,7220,TRPC1,Homo sapiens,transient receptor potential cation channel subfamily C member 1(TRPC1)
26185,NM_001135957,6.87,0.033,268.75,7223,TRPC4,Homo sapiens,transient receptor potential cation channel subfamily C member 4(TRPC4)
26186,NM_001135958,7.86,0.00825,110.97,7223,TRPC4,Homo sapiens,transient receptor potential cation channel subfamily C member 4(TRPC4)
26188,NM_003306,9.11,0.0367,1272.35,7223,TRPC4,Homo sapiens,transient receptor potential cation channel subfamily C member 4(TRPC4)
26189,NM_001135956,9.44,0.02,1660.9,7223,TRPC4,Homo sapiens,transient receptor potential cation channel subfamily C member 4(TRPC4)
26190,NM_016179,11.42,0.0273,6442.19,7223,TRPC4,Homo sapiens,transient receptor potential cation channel subfamily C member 4(TRPC4)
26274,NM_033035,4.99,0.00393,64.1,85480,TSLP,Homo sapiens,thymic stromal lymphopoietin(TSLP)
26290,NM_001006616,1.12,0.044,3808.41,26262,TSPAN17,Homo sapiens,tetraspanin 17(TSPAN17)
26296,NM_005724,1.12,0.0452,74827.81,10099,TSPAN3,Homo sapiens,tetraspanin 3(TSPAN3)
26323,NM_018128,1.31,0.0351,81674.77,55720,TSR1,Homo sapiens,TSR1 ribosome maturation factor(TSR1)
26375,NM_001001894,1.54,0.00126,25466.58,7267,TTC3,Homo sapiens,tetratricopeptide repeat domain 3(TTC3)
26407,NM_003318,1.54,0.0102,12549.4,7272,TTK,Homo sapiens,TTK protein kinase(TTK)
26408,NM_153712,1.14,0.0394,74582.28,150465,TTL,Homo sapiens,tubulin tyrosine ligase(TTL)
26433,NM_024331,1.55,0.0145,40506.79,79183,TTPAL,Homo sapiens,alpha tocopherol transfer protein like(TTPAL)
26449,NM_032704,1.26,0.0262,478597.02,84790,TUBA1C,Homo sapiens,tubulin alpha 1c(TUBA1C)
26457,NM_178014,2.03,0.000157,1402016.57,203068,TUBB,Homo sapiens,tubulin beta class I(TUBB)
26464,NM_032525,3.43,0.00721,109222.28,84617,TUBB6,Homo sapiens,tubulin beta 6 class V(TUBB6)
26500,NM_007284,1.51,0.0471,28970.73,11344,TWF2,Homo sapiens,twinfilin actin binding protein 2(TWF2)
26501,NM_000474,3.25,0.0395,25099.82,7291,TWIST1,Homo sapiens,twist family bHLH transcription factor 1(TWIST1)
